avg_price,closed_price,datetime,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,moving_avg,name,open_price,rarity,volume,wa_price
10.5,10.0,2021-02-13,9.0,14.0,6028680aecdd910025cab136,11.0,10.5,10.0,0.0,10.4,Healing Flame,11.0,Rare,2.0,10.5
85.0,50.0,2021-02-13,50.0,130.0,6028686eecdd910025cac290,120.0,99.0,50.0,10.0,97.5,Healing Return,120.0,Rare,3.0,89.667
58.5,57.0,2021-02-13,39.0,68.0,60286849ecdd910024cc4200,60.0,60.0,57.0,5.0,54.4,Health Conversion,60.0,Rare,3.0,59.0
10.0,10.0,2021-02-11,4.0,13.0,6025c506ecdd910022c9cc1b,10.0,10.0,10.0,5.0,7.0,Heated Charge,10.0,Uncommon,1.0,10.0
2.0,2.0,2021-01-25,1.0,3.0,600f5b87ecdd910023b9941a,2.0,2.0,2.0,0.0,,Heavy Impact,2.0,Uncommon,1.0,2.0
2.0,2.0,2021-02-12,2.0,4.0,6027169aecdd910024cb3262,2.0,2.0,2.0,0.0,2.7,Heavy Trauma,2.0,Rare,1.0,2.0
5.0,5.0,2021-02-13,4.0,10.0,6028683cecdd910025cab8b2,5.0,5.0,5.0,5.0,6.5,Hell'S Chamber,5.0,Rare,1.0,5.0
3.0,3.0,2021-02-11,2.0,4.0,6025c51eecdd910025c8aef3,3.0,3.0,3.0,0.0,2.6,Hollow Point,3.0,Rare,2.0,3.0
60.0,60.0,2021-02-13,60.0,75.0,6028684eecdd910025cabc2d,60.0,60.0,60.0,10.0,64.6,Hornet Strike,60.0,Uncommon,1.0,60.0
5.0,5.0,2021-02-05,4.0,5.0,601ddc4cecdd910025c2d1d4,5.0,5.0,5.0,0.0,4.6,Hunter'S Bonesaw,5.0,Uncommon,1.0,5.0
11.0,10.0,2021-02-12,9.0,15.0,60271699ecdd910025c9af80,12.0,10.0,10.0,0.0,12.2,Hushed Invisibility,12.0,Rare,4.0,10.5
4.5,4.0,2021-02-13,3.0,10.0,60286837ecdd910023cc6ce1,5.0,5.0,4.0,0.0,5.9,Hydraulic Crosshairs,5.0,Common,4.0,4.75
14.0,14.0,2021-02-13,10.0,15.0,60286867ecdd910025cac0f2,14.0,14.0,14.0,0.0,12.4,Hysterical Assault,14.0,Rare,1.0,14.0
50.0,50.0,2021-01-03,20.0,50.0,5ff25aa2ecdd910023a49c32,50.0,50.0,50.0,0.0,,Hysterical Fixation,50.0,Rare,1.0,50.0
3.0,3.0,2021-02-04,1.0,5.0,601c8aa5ecdd910023c3904c,3.0,3.0,3.0,0.0,2.9,Ice Spring,3.0,Rare,2.0,3.0
3.0,3.0,2021-02-13,2.0,4.0,60286845ecdd910024cc40e8,3.0,3.0,3.0,0.0,2.6,Ice Storm,3.0,Rare,1.0,3.0
13.0,13.0,2021-02-03,13.0,15.0,601b3968ecdd910025c0d72a,13.0,13.0,13.0,0.0,13.8,Ice Wave Impedance,13.0,Rare,1.0,13.0
12.0,12.0,2021-02-10,10.0,16.0,602473caecdd910023c9742e,12.0,12.0,12.0,0.0,13.3,Icy Avalanche,12.0,Rare,1.0,12.0
25.0,25.0,2021-02-12,9.0,25.0,60271715ecdd910025c9c095,25.0,25.0,25.0,3.0,15.6,Immolated Radiance,25.0,Rare,1.0,25.0
12.0,12.0,2021-02-12,4.0,20.0,602716a0ecdd910022cad1bd,12.0,12.0,12.0,5.0,13.2,Incendiary Coat,12.0,Uncommon,1.0,12.0
15.0,15.0,2021-02-12,15.0,35.0,6027170cecdd910022cadff1,15.0,15.0,15.0,0.0,18.2,Inertia Dampeners,15.0,Uncommon,2.0,15.0
10.0,10.0,2021-02-13,5.0,24.0,6028683aecdd910025cab88b,10.0,10.0,10.0,3.0,13.7,Infiltrate,10.0,Rare,1.0,10.0
14.0,14.0,2021-02-13,10.0,19.0,60286856ecdd910023cc71b6,14.0,14.0,14.0,3.0,20.2,Insatiable,14.0,Rare,1.0,14.0
9.0,5.0,2021-02-13,5.0,13.0,6028683decdd910024cc3fb9,13.0,10.0,5.0,5.0,9.4,Intensify,10.0,Rare,5.0,9.0
2.0,2.0,2021-01-17,1.0,3.0,6004cfc5ecdd910023b1f58b,2.0,2.0,2.0,,1.6,Intruder,2.0,Common,1.0,2.0
15.0,12.0,2021-02-13,10.0,18.0,6028682aecdd910023cc6ad1,18.0,15.0,12.0,3.0,13.0,Iron Shrapnel,18.0,Rare,2.0,15.0
19.0,19.0,2021-02-13,15.0,20.0,60286836ecdd910025cab7df,19.0,19.0,19.0,3.0,16.2,Ironclad Charge,19.0,Rare,1.0,19.0
10.0,10.0,2021-02-12,9.0,15.0,60271693ecdd910023cb6f3b,10.0,10.0,10.0,0.0,11.9,Irradiating Disarm,10.0,Rare,1.0,10.0
3.0,3.0,2021-02-13,2.0,3.0,60286815ecdd910025cab23c,3.0,3.0,3.0,0.0,2.6,Jagged Edge,3.0,Rare,3.0,3.0
15.0,15.0,2021-02-13,10.0,15.0,6028685aecdd910023cc7282,15.0,15.0,15.0,0.0,13.5,Jet Stream,15.0,Rare,1.0,15.0
77.0,75.0,2021-02-13,60.0,85.0,60286834ecdd910025cab758,85.0,77.5,69.0,3.0,71.9,Jolt,85.0,Rare,4.0,77.25
62.0,25.0,2021-02-06,25.0,99.0,601f2dd2ecdd910023c59124,99.0,62.0,25.0,10.0,,Juice,99.0,Common,2.0,62.0
20.0,20.0,2021-02-13,15.0,20.0,6028686cecdd910024cc47a3,20.0,20.0,20.0,0.0,18.6,Kavat'S Grace,20.0,Rare,1.0,20.0
2.0,2.0,2021-02-13,2.0,3.0,6028683becdd910023cc6d9d,2.0,2.0,2.0,0.0,2.3,Killing Blow,2.0,Uncommon,1.0,2.0
40.0,40.0,2021-01-04,35.0,50.0,5ff3ac24ecdd910022a4f4f0,40.0,40.0,40.0,0.0,,Kinetic Collision,40.0,Rare,1.0,40.0
19.0,19.0,2021-02-12,10.0,25.0,6027170cecdd910022cadfd9,19.0,19.0,19.0,0.0,,Kinetic Friction,19.0,Uncommon,2.0,19.0
15.0,15.0,2021-02-12,10.0,15.0,602716f8ecdd910022cadcbf,15.0,15.0,15.0,3.0,11.0,Larva Burst,15.0,Rare,1.0,15.0
35.0,45.0,2021-02-13,15.0,45.0,60286837ecdd910023cc6cf1,45.0,35.0,25.0,5.0,26.0,Laser Sight,25.0,Uncommon,3.0,31.667
10.0,10.0,2021-02-10,10.0,20.0,602473e8ecdd910022c8dfbe,10.0,10.0,10.0,3.0,16.4,Lasting Covenant,10.0,Rare,1.0,10.0
10.0,10.0,2021-02-10,2.0,10.0,602473c2ecdd910024c93973,10.0,10.0,10.0,0.0,4.6,Lasting Sting,10.0,Common,1.0,10.0
4.5,5.0,2021-02-13,4.0,5.0,60286833ecdd910023cc6c42,5.0,4.5,4.0,0.0,4.7,Lethal Momentum,4.0,Uncommon,2.0,4.5
26.5,34.0,2021-02-13,19.0,34.0,6028682eecdd910025cab655,34.0,25.0,19.0,5.0,27.6,Lethal Torrent,25.0,Rare,7.0,22.0
3.5,5.0,2021-02-13,2.0,5.0,60286841ecdd910024cc4055,5.0,3.5,2.0,0.0,3.0,Life Strike,4.0,Rare,4.0,3.5
30.0,30.0,2021-02-11,30.0,120.0,6025c527ecdd910024ca3814,30.0,30.0,30.0,10.0,86.0,Lightning Dash,30.0,Rare,1.0,30.0
4.0,4.0,2021-01-31,4.0,4.0,6017449fecdd910023bfa64d,4.0,4.0,4.0,5.0,,Lingering Torment,4.0,Common,1.0,4.0
9.0,8.0,2021-02-13,6.0,10.0,6028681eecdd910025cab38f,10.0,9.0,8.0,0.0,8.0,Link Armor,9.0,Uncommon,7.0,9.0
61.5,65.0,2021-02-13,43.0,90.0,60286804ecdd910023cc659d,80.0,62.5,43.0,10.0,78.8,Link Health,43.0,Uncommon,4.0,62.0
5.0,4.0,2021-02-13,4.0,6.0,60286854ecdd910025cabd8e,6.0,5.0,4.0,0.0,4.8,Link Shields,6.0,Uncommon,2.0,5.0
5.0,5.0,2021-02-05,2.0,5.0,601ddc30ecdd910023c49020,5.0,5.0,5.0,0.0,3.0,Loyal Companion,5.0,Common,1.0,5.0
15.0,15.0,2021-02-13,12.0,15.0,6028688cecdd910023cc7b2f,15.0,15.0,15.0,3.0,16.2,Mach Crash,15.0,Rare,1.0,15.0
19.0,19.0,2021-02-12,10.0,30.0,60271712ecdd910022cae10a,19.0,19.0,19.0,0.0,17.8,Mad Stack,19.0,Uncommon,2.0,19.0
14.5,14.0,2021-02-12,10.0,20.0,6027170cecdd910022cadfeb,15.0,14.5,14.0,0.0,15.5,Mag Locks,15.0,Common,2.0,14.5
4.0,4.0,2021-02-08,1.0,5.0,6021d106ecdd910023c77d29,4.0,4.0,4.0,0.0,3.1,Maglev,4.0,Uncommon,1.0,4.0
20.0,20.0,2021-02-13,10.0,20.0,60286848ecdd910025cabb1a,20.0,20.0,20.0,3.0,15.5,Magnetized Discharge,20.0,Rare,2.0,20.0
105.0,110.0,2021-02-13,70.0,128.0,60286814ecdd910024cc3a6f,110.0,109.5,100.0,10.0,93.8,Magnum Force,100.0,Rare,4.0,107.25
9.5,9.0,2021-02-13,5.0,10.0,60286855ecdd910022cbd2aa,10.0,9.0,9.0,0.0,8.8,Maim,9.0,Rare,4.0,9.25
29.0,29.0,2021-02-13,8.0,30.0,60286836ecdd910023cc6ccb,29.0,29.0,29.0,5.0,27.2,Maiming Strike,29.0,Rare,1.0,29.0
3.0,3.0,2021-02-11,2.0,5.0,6025c53cecdd910025c8b409,3.0,3.0,3.0,0.0,3.2,Master Thief,3.0,Rare,1.0,3.0
80.0,80.0,2021-02-13,60.0,100.0,60286836ecdd910025cab7c3,80.0,80.0,80.0,10.0,82.5,Maul,80.0,Uncommon,1.0,80.0
10.0,10.0,2021-02-13,9.0,15.0,6028686becdd910025cac1e1,10.0,10.0,10.0,5.0,12.8,Medi-Pet Kit,10.0,Rare,1.0,10.0
4.0,4.0,2021-01-27,4.0,20000.0,6011fec9ecdd910023bba266,4.0,4.0,4.0,0.0,4004.2,Melee Prowess,4.0,Common,1.0,4.0
10.0,10.0,2021-02-08,10.0,15.0,6021d11cecdd910023c78106,10.0,10.0,10.0,0.0,12.8,Mending Splinters,10.0,Rare,1.0,10.0
45.0,45.0,2021-02-13,38.0,45.0,60286837ecdd910025cab7e4,45.0,45.0,45.0,10.0,40.2,Metal Fiber,45.0,Common,1.0,45.0
14.0,14.0,2021-02-11,14.0,15.0,6025c50decdd910025c8ac8d,14.0,14.0,14.0,3.0,14.8,Mind Freak,14.0,Rare,1.0,14.0
10.0,10.0,2021-02-10,1.0,10.0,602473beecdd910024c938a2,10.0,10.0,10.0,0.0,4.8,Mobilize,10.0,Uncommon,5.0,10.0
12.0,10.0,2021-02-13,9.0,14.0,60286868ecdd910024cc46d9,14.0,10.0,10.0,0.0,10.8,Molecular Fission,10.0,Rare,4.0,11.0
7.0,7.0,2021-02-10,7.0,20.0,602473c8ecdd910025c7c65d,7.0,7.0,7.0,5.0,11.2,Molten Impact,7.0,Uncommon,1.0,7.0
12.0,12.0,2021-01-25,10.0,15.0,600f5c13ecdd910023b9a7e0,12.0,12.0,12.0,0.0,12.9,Muzzle Flash,12.0,Rare,1.0,12.0
3.5,3.0,2021-02-10,2.0,4.0,602473f7ecdd910025c7ce21,4.0,3.0,3.0,0.0,3.3,Nano-Applicator,3.0,Rare,3.0,3.333
5.0,5.0,2021-02-10,3.0,5.0,60247390ecdd910025c7bd4b,5.0,5.0,5.0,0.0,3.9,Narrow Barrel,5.0,Rare,1.0,5.0
95.0,100.0,2021-02-13,70.0,120.0,60286843ecdd910025cab9f6,120.0,90.0,70.0,10.0,87.4,Narrow Minded,120.0,Rare,11.0,92.273
12.5,13.0,2021-02-13,10.0,15.0,6028680becdd910023cc6649,15.0,11.5,10.0,3.0,13.0,Natural Talent,15.0,Rare,6.0,12.167
15.0,15.0,2021-02-13,8.0,15.0,60286839ecdd910024cc3eec,15.0,15.0,15.0,3.0,13.6,Negation Swarm,15.0,Rare,1.0,15.0
9.5,7.0,2021-02-13,7.0,12.0,60286827ecdd910025cab52b,12.0,9.5,7.0,0.0,9.3,Neutron Star,12.0,Rare,2.0,9.5
17.0,15.0,2021-02-12,13.0,19.0,6027170becdd910024cb4289,19.0,17.0,15.0,0.0,14.3,Nitro Boost,19.0,Rare,3.0,16.333
2.0,2.0,2020-12-05,2.0,2.0,5fcc2329ecdd91002488cb71,2.0,2.0,2.0,0.0,,No Return,2.0,Uncommon,10.0,2.0
3.0,3.0,2021-02-12,1.0,3.0,60271689ecdd910024cb30aa,3.0,3.0,3.0,0.0,1.6,North Wind,3.0,Uncommon,1.0,3.0
10.5,10.0,2021-02-13,10.0,12.0,6028684fecdd910022cbd14c,11.0,10.0,10.0,0.0,10.5,Ore Gaze,10.0,Rare,3.0,10.333
15.0,15.0,2021-02-12,9.0,15.0,60271700ecdd910024cb408f,15.0,15.0,15.0,5.0,10.4,Organ Shatter,15.0,Common,1.0,15.0
22.5,20.0,2021-02-13,15.0,44.0,60286818ecdd910025cab2ad,30.0,20.0,15.0,5.0,26.3,Overextended,20.0,Rare,17.0,19.647
7.0,7.0,2021-02-06,7.0,15.0,601f2dabecdd910022c50581,7.0,7.0,7.0,3.0,,Pacifying Bolts,7.0,Rare,1.0,7.0
2.0,2.0,2021-02-13,2.0,4.0,60286805ecdd910023cc65aa,2.0,2.0,2.0,0.0,3.0,Pack Leader,2.0,Common,1.0,2.0
1.0,1.0,2021-02-13,1.0,4.0,6028686cecdd910025cac205,1.0,1.0,1.0,0.0,3.0,Pain Threshold,1.0,Rare,1.0,1.0
5.0,5.0,2021-01-07,5.0,5.0,5ff7a0bcecdd910023a86929,5.0,5.0,5.0,5.0,,Parry,5.0,Common,1.0,5.0
11.0,11.0,2021-02-13,10.0,15.0,6028686eecdd910023cc769d,11.0,11.0,11.0,0.0,12.8,Partitioned Mallet,11.0,Rare,1.0,11.0
5.0,5.0,2021-02-10,4.0,14.0,602473ececdd910022c8e062,5.0,5.0,5.0,5.0,9.8,Patagium,5.0,Uncommon,1.0,5.0
10.0,10.0,2021-02-11,10.0,20.0,6025c55decdd910023ca7c7f,10.0,10.0,10.0,3.0,13.2,Path Of Statues,10.0,Rare,1.0,10.0
9.5,10.0,2021-02-13,7.0,10.0,60286840ecdd910025cab96e,10.0,9.5,9.0,0.0,8.7,Pathogen Rounds,10.0,Uncommon,7.0,9.429
20.0,20.0,2021-02-13,7.0,20.0,6028684fecdd910022cbd164,20.0,20.0,20.0,3.0,13.0,Peaceful Provocation,20.0,Rare,1.0,20.0
22.5,15.0,2021-02-13,15.0,30.0,6028686cecdd910023cc762b,30.0,20.0,15.0,0.0,24.5,Peculiar Bloom,30.0,Uncommon,7.0,17.857
18.0,18.0,2021-02-13,18.0,45.0,6028686decdd910023cc766a,18.0,18.0,18.0,5.0,24.2,Peculiar Growth,18.0,Uncommon,1.0,18.0
15.0,15.0,2021-02-12,13.0,20.0,6027170eecdd910022cae05e,15.0,15.0,15.0,0.0,15.6,Perfect Balance,15.0,Uncommon,2.0,15.0
5.0,5.0,2021-01-31,5.0,7.0,601744b6ecdd910022bef9d5,5.0,5.0,5.0,0.0,,Perpetual Agony,5.0,Common,12.0,5.0
12.5,15.0,2021-02-13,10.0,15.0,6028685decdd910022cbd443,15.0,14.0,10.0,0.0,11.2,Phoenix Renewal,14.0,Rare,3.0,13.0
15.0,15.0,2021-02-12,13.0,15.0,6027170becdd910024cb4272,15.0,15.0,15.0,0.0,13.6,Photon Repeater,15.0,Rare,1.0,15.0
10.0,10.0,2021-02-03,10.0,14.0,601b391becdd910022c20aa6,10.0,10.0,10.0,0.0,14.4,Piercing Navigator,10.0,Rare,1.0,10.0
10.0,10.0,2021-02-12,7.0,10.0,60271698ecdd910025c9af5a,10.0,10.0,10.0,0.0,9.6,Piercing Roar,10.0,Rare,1.0,10.0
5.0,5.0,2021-02-02,5.0,14.0,6019e7bbecdd910022c10663,5.0,5.0,5.0,5.0,,Piercing Step,5.0,Uncommon,1.0,5.0
8.5,8.0,2021-02-13,8.0,18.0,6028686becdd910024cc476d,9.0,8.5,8.0,3.0,12.2,Pilfering Strangledome,9.0,Rare,4.0,8.75
12.5,15.0,2021-02-13,10.0,19.0,6028682decdd910023cc6b26,15.0,11.0,10.0,3.0,12.0,Pilfering Swarm,12.0,Rare,4.0,11.75
5.0,5.0,2021-02-13,2.0,5.0,60286858ecdd910022cbd335,5.0,5.0,5.0,0.0,4.1,Pistol Ammo Mutation,5.0,Rare,3.0,5.0
14.0,14.0,2021-02-11,4.0,14.0,6025c513ecdd910023ca70fc,14.0,14.0,14.0,5.0,9.2,Pistol Gambit,14.0,Common,1.0,14.0
10.0,10.0,2021-02-13,7.0,20.0,6028683fecdd910025cab951,10.0,10.0,10.0,3.0,10.5,Pistol Pestilence,10.0,Rare,1.0,10.0
1.0,1.0,2021-02-10,1.0,5.0,602473c3ecdd910023c972fd,1.0,1.0,1.0,0.0,1.8,Point Blank,1.0,Uncommon,2.0,1.0
13.0,13.0,2021-02-13,10.0,15.0,60286808ecdd910023cc6600,13.0,13.0,13.0,0.0,12.0,Pool Of Life,13.0,Rare,1.0,13.0
33.0,33.0,2021-02-12,20.0,33.0,60271711ecdd910024cb43ab,33.0,33.0,33.0,5.0,,Pop Top,33.0,Uncommon,1.0,33.0
14.0,14.0,2021-02-12,10.0,15.0,6027170eecdd910022cae039,14.0,14.0,14.0,0.0,13.4,Poppin' Vert,14.0,Rare,2.0,14.0
10.0,10.0,2021-02-13,8.0,10.0,60286826ecdd910025cab501,10.0,10.0,10.0,0.0,9.1,Power Of Three,10.0,Rare,1.0,10.0
1.0,1.0,2021-02-11,1.0,3.0,6025c519ecdd910022c9ce05,1.0,1.0,1.0,0.0,1.8,Power Throw,1.0,Rare,1.0,1.0
87.5,80.0,2021-02-13,50.0,129.0,60286888ecdd910024cc4ba8,95.0,90.0,80.0,10.0,102.1,Preparation,90.0,Rare,3.0,88.333
1.0,1.0,2021-02-10,1.0,2.0,60247387ecdd910025c7bc45,1.0,1.0,1.0,0.0,1.4,Pressure Point,1.0,Common,1.0,1.0
20.0,20.0,2021-02-13,1.0,20.0,60286839ecdd910023cc6d3b,20.0,20.0,20.0,5.0,,Pressurized Magazine,20.0,Rare,1.0,20.0
10.0,15.0,2021-02-13,5.0,15.0,60286839ecdd910025cab85c,15.0,10.0,5.0,0.0,10.6,Primal Rage,5.0,Rare,2.0,10.0
152.0,150.0,2021-02-13,105.0,165.0,6028686becdd910024cc4763,155.0,150.0,149.0,10.0,155.3,Primed Animal Instinct,150.0,Legendary,5.0,150.8
270.0,270.0,2021-02-13,200.0,270.0,60286834ecdd910023cc6c51,270.0,270.0,270.0,10.0,231.8,Primed Bane Of Corpus,270.0,Legendary,1.0,270.0
60.0,60.0,2021-02-12,40.0,70.0,602716dfecdd910024cb3c41,60.0,60.0,60.0,0.0,57.8,Primed Bane Of Corrupted,60.0,Legendary,1.0,60.0
280.0,280.0,2021-02-13,200.0,280.0,60286834ecdd910023cc6c6b,280.0,280.0,280.0,10.0,225.9,Primed Bane Of Grineer,280.0,Legendary,1.0,280.0
125.0,125.0,2021-02-13,100.0,329.0,60286834ecdd910023cc6c47,125.0,125.0,125.0,10.0,155.8,Primed Bane Of Infested,125.0,Legendary,1.0,125.0
482.5,480.0,2021-02-13,420.0,500.0,60286853ecdd910025cabd48,500.0,480.0,465.0,3.0,471.2,Primed Chamber,465.0,Rare,7.0,483.571
182.5,195.0,2021-02-13,100.0,220.0,6028685becdd910023cc72ab,200.0,192.5,165.0,10.0,170.4,Primed Charged Shell,200.0,Legendary,7.0,187.143
82.5,80.0,2021-02-13,40.0,85.0,6028688eecdd910024cc4ceb,85.0,82.5,80.0,0.0,71.8,Primed Cleanse Corpus,85.0,Legendary,2.0,82.5
125.0,125.0,2021-02-12,88.0,145.0,60271733ecdd910023cb8672,125.0,125.0,125.0,10.0,111.6,Primed Cleanse Corrupted,125.0,Legendary,1.0,125.0
100.0,100.0,2021-02-09,100.0,288.0,6023226decdd910023c874c6,100.0,100.0,100.0,10.0,209.6,Primed Cleanse Grineer,100.0,Legendary,2.0,100.0
50.0,50.0,2021-02-09,15.0,89.0,6023226decdd910023c874ce,50.0,50.0,50.0,0.0,65.2,Primed Cleanse Infested,50.0,Legendary,1.0,50.0
114.5,125.0,2021-02-13,89.0,249.0,60286823ecdd910023cc695a,139.0,115.0,90.0,10.0,180.0,Primed Continuity,115.0,Legendary,41.0,113.317
215.0,200.0,2021-02-13,150.0,250.0,6028686decdd910025cac238,230.0,210.0,200.0,10.0,213.4,Primed Cryo Rounds,210.0,Legendary,9.0,216.667
235.0,235.0,2021-02-13,95.0,250.0,60286800ecdd910024cc389a,235.0,235.0,235.0,10.0,190.8,Primed Expel Corpus,235.0,Legendary,1.0,235.0
88.0,88.0,2021-02-12,85.0,100.0,60271680ecdd910022cacec5,88.0,88.0,88.0,10.0,91.4,Primed Expel Corrupted,88.0,Legendary,1.0,88.0
59.5,69.0,2021-02-13,25.0,70.0,60286800ecdd910024cc3891,69.0,59.5,50.0,0.0,51.9,Primed Expel Grineer,50.0,Legendary,2.0,59.5
50.0,50.0,2021-02-13,39.0,80.0,60286800ecdd910024cc38a1,50.0,50.0,50.0,0.0,48.8,Primed Expel Infested,50.0,Legendary,1.0,50.0
128.0,128.0,2021-02-13,120.0,150.0,60286827ecdd910025cab512,128.0,128.0,128.0,10.0,142.6,Primed Fast Hands,128.0,Legendary,1.0,128.0
170.0,165.0,2021-02-13,130.0,190.0,6028685cecdd910025cabf0c,190.0,169.0,150.0,10.0,163.8,Primed Fever Strike,169.0,Legendary,19.0,167.158
179.0,179.0,2021-02-13,150.0,220.0,6028688decdd910023cc7b6b,179.0,179.0,179.0,10.0,184.8,Primed Firestorm,179.0,Legendary,1.0,179.0
157.5,160.0,2021-02-13,123.0,175.0,60286823ecdd910025cab46b,170.0,152.5,145.0,10.0,151.3,Primed Flow,150.0,Legendary,22.0,154.5
185.0,185.0,2021-02-13,175.0,195.0,6028688decdd910023cc7b76,185.0,185.0,185.0,10.0,182.8,Primed Fulmination,185.0,Legendary,1.0,185.0
185.0,170.0,2021-02-13,135.0,220.0,60286827ecdd910025cab51e,200.0,185.0,170.0,10.0,173.2,Primed Heated Charge,185.0,Legendary,8.0,185.625
107.5,120.0,2021-02-13,95.0,188.0,6028684eecdd910025cabc3a,120.0,107.5,95.0,10.0,123.1,Primed Heavy Trauma,95.0,Legendary,2.0,107.5
127.5,135.0,2021-02-13,120.0,190.0,60286840ecdd910025cab95d,135.0,127.5,120.0,10.0,161.2,Primed Morphic Transformer,120.0,Legendary,2.0,127.5
169.5,189.0,2021-02-13,85.0,189.0,60286864ecdd910025cac04c,189.0,159.0,150.0,10.0,133.5,Primed Pack Leader,150.0,Legendary,3.0,166.0
289.0,289.0,2021-02-13,170.0,320.0,60286824ecdd910025cab47d,289.0,289.0,289.0,10.0,273.8,Primed Pistol Ammo Mutation,289.0,Legendary,1.0,289.0
165.0,170.0,2021-02-13,90.0,185.0,60286873ecdd910025cac373,180.0,168.0,150.0,10.0,153.8,Primed Pistol Gambit,155.0,Legendary,9.0,163.556
150.0,160.0,2021-02-13,130.0,170.0,60286826ecdd910025cab4f5,160.0,150.0,140.0,10.0,151.3,Primed Point Blank,155.0,Legendary,10.0,149.4
115.0,100.0,2021-02-13,90.0,130.0,6028683becdd910025cab89f,130.0,110.0,100.0,10.0,111.5,Primed Pressure Point,110.0,Legendary,15.0,113.0
199.5,199.0,2021-02-12,199.0,214.0,6027171decdd910024cb45f0,200.0,199.5,199.0,10.0,206.7,Primed Quickdraw,200.0,Legendary,2.0,199.5
195.0,200.0,2021-02-13,120.0,220.0,60286823ecdd910023cc697c,200.0,200.0,190.0,10.0,186.0,Primed Ravage,200.0,Legendary,5.0,198.0
112.5,140.0,2021-02-13,75.0,150.0,60286856ecdd910023cc719c,150.0,120.0,75.0,10.0,121.3,Primed Reach,140.0,Legendary,24.0,120.375
185.0,180.0,2021-02-13,100.0,190.0,60286855ecdd910022cbd2c7,190.0,180.0,180.0,10.0,146.0,Primed Regen,190.0,Legendary,4.0,182.5
99.0,88.0,2021-02-13,40.0,449.0,6028684cecdd910022cbd0c0,110.0,99.0,88.0,10.0,210.6,Primed Rifle Ammo Mutation,110.0,Legendary,2.0,99.0
150.0,150.0,2021-02-13,100.0,190.0,60286892ecdd910024cc4da9,160.0,150.0,140.0,10.0,145.8,Primed Rubedo-Lined Barrel,150.0,Legendary,7.0,150.714
181.5,103.0,2021-02-13,102.0,345.0,60286825ecdd910023cc69d6,260.0,181.5,103.0,10.0,212.5,Primed Shotgun Ammo Mutation,260.0,Legendary,2.0,181.5
30.0,30.0,2021-02-12,15.0,50.0,602716edecdd910023cb7c18,30.0,30.0,30.0,0.0,33.5,Primed Slip Magazine,30.0,Legendary,1.0,30.0
160.0,200.0,2021-02-13,85.0,200.0,60286884ecdd910022cbd95f,200.0,160.0,120.0,10.0,171.4,Primed Smite Corpus,120.0,Legendary,2.0,160.0
192.5,235.0,2021-02-13,100.0,235.0,60286885ecdd910022cbd978,235.0,192.5,150.0,10.0,166.1,Primed Smite Corrupted,150.0,Legendary,2.0,192.5
169.5,180.0,2021-02-13,100.0,200.0,60286883ecdd910022cbd92e,180.0,169.5,159.0,10.0,161.2,Primed Smite Grineer,159.0,Legendary,2.0,169.5
249.0,249.0,2021-02-13,175.0,399.0,60286882ecdd910022cbd8f3,249.0,249.0,249.0,10.0,263.2,Primed Smite Infested,249.0,Legendary,1.0,249.0
195.0,200.0,2021-02-13,150.0,210.0,6028684cecdd910022cbd0a8,210.0,195.0,180.0,10.0,182.9,Primed Target Cracker,180.0,Legendary,12.0,194.417
18.5,20.0,2021-02-13,17.0,20.0,6028688becdd910025cac694,20.0,18.5,17.0,0.0,18.8,Primo Flair,17.0,Rare,3.0,18.0
90.0,80.0,2021-02-13,67.0,149.0,6028683decdd910023cc6e11,100.0,90.0,80.0,3.0,92.8,Prism Guard,100.0,Rare,2.0,90.0
15.0,15.0,2021-02-05,5.0,25.0,601ddc1eecdd910024c436ab,15.0,15.0,15.0,0.0,15.4,Prolonged Paralysis,15.0,Rare,1.0,15.0
3.0,3.0,2021-02-03,3.0,8.0,601b3918ecdd910023c29644,3.0,3.0,3.0,0.0,5.2,Provoked,3.0,Uncommon,10.0,3.0
7.0,7.0,2021-02-12,7.0,25.0,6027169eecdd910025c9b03f,7.0,7.0,7.0,5.0,16.4,Pummel,7.0,Rare,1.0,7.0
10.0,10.0,2021-02-07,10.0,11.0,60207f25ecdd910025c4cb42,10.0,10.0,10.0,0.0,10.1,Purging Slash,10.0,Rare,1.0,10.0
10.0,10.0,2021-02-13,9.0,13.0,6028684becdd910022cbd079,10.0,10.0,10.0,0.0,11.0,Purifying Flames,10.0,Rare,2.0,10.0
40.0,40.0,2021-01-04,40.0,50.0,5ff3ac46ecdd910023a58d0d,40.0,40.0,40.0,0.0,,Push & Pull,40.0,Rare,1.0,40.0
10.0,10.0,2021-02-12,10.0,15.0,602716f3ecdd910025c9bb82,10.0,10.0,10.0,0.0,12.4,Pyroclastic Flow,10.0,Rare,1.0,10.0
14.0,14.0,2021-02-12,14.0,15.0,6027170eecdd910024cb42f9,14.0,14.0,14.0,0.0,15.6,Quick Escape,14.0,Rare,1.0,14.0
3.0,3.0,2021-01-29,3.0,3.0,6014a1a7ecdd910022bcfb1f,3.0,3.0,3.0,3.0,,Quick Return,3.0,Common,1.0,3.0
14.5,10.0,2021-02-13,10.0,20.0,60286818ecdd910024cc3b06,19.0,14.5,10.0,5.0,14.9,Quick Thinking,19.0,Rare,2.0,14.5
