avg_price,closed_price,datetime,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,moving_avg,name,open_price,rarity,volume,wa_price
1.0,1.0,2021-01-15,1.0,1.0,60022cf3ecdd910024afde3f,1.0,1.0,1.0,0.0,,Quickdraw,1.0,Common,1.0,1.0
8.0,9.0,2021-02-13,4.0,10.0,6028681fecdd910025cab3cc,10.0,8.0,6.0,0.0,7.2,Quickening,10.0,Rare,15.0,8.067
11.0,10.0,2021-02-13,10.0,14.0,60286844ecdd910025caba2f,12.0,10.0,10.0,0.0,11.0,Radiant Finish,12.0,Rare,3.0,10.667
12.5,10.0,2021-02-13,10.0,17.0,60286832ecdd910025cab70e,15.0,12.5,10.0,3.0,12.4,Rage,15.0,Rare,2.0,12.5
14.0,14.0,2021-02-12,14.0,15.0,6027170cecdd910022cadfe4,14.0,14.0,14.0,0.0,14.2,Rail Guards,14.0,Common,2.0,14.0
7.0,7.0,2021-02-13,7.0,20.0,6028683fecdd910025cab948,7.0,7.0,7.0,5.0,13.5,Rapid Resilience,7.0,Rare,1.0,7.0
3.0,3.0,2021-02-13,1.0,4.0,60286853ecdd910023cc7126,3.0,3.0,3.0,0.0,2.6,Ravage,3.0,Rare,2.0,3.0
4.0,4.0,2021-01-15,3.0,4.0,60022cfaecdd910023b00e59,4.0,4.0,4.0,0.0,,Razor Shot,4.0,Uncommon,1.0,4.0
15.0,15.0,2021-02-13,10.0,16.0,60286854ecdd910025cabd75,15.0,15.0,15.0,3.0,13.2,Razorwing Blitz,15.0,Rare,1.0,15.0
10.0,10.0,2021-02-03,3.0,10.0,601b3943ecdd910023c29be1,10.0,10.0,10.0,0.0,4.2,Reach,10.0,Common,1.0,10.0
13.5,14.0,2021-02-13,9.0,15.0,6028688cecdd910022cbdac8,14.0,13.5,13.0,0.0,13.0,Reactive Storm,13.0,Rare,2.0,13.5
15.0,15.0,2021-02-13,10.0,15.0,60286862ecdd910025cabffb,15.0,15.0,15.0,3.0,13.4,Reaping Chakram,15.0,Rare,1.0,15.0
5.0,5.0,2021-02-09,4.0,5.0,6023221eecdd910025c6bf10,5.0,5.0,5.0,0.0,4.8,Rebound,5.0,Common,1.0,5.0
15.0,15.0,2021-02-09,5.0,18.0,6023222becdd910024c83475,15.0,15.0,15.0,0.0,12.6,Recharge Barrier,15.0,Rare,1.0,15.0
39.0,39.0,2021-02-13,35.0,40.0,6028682fecdd910023cc6b71,39.0,39.0,39.0,10.0,38.8,Redirection,39.0,Common,1.0,39.0
3.0,3.0,2020-12-26,3.0,4.0,5fe7cecdecdd9100259bcea0,3.0,3.0,3.0,0.0,,Reflection,3.0,Common,2.0,3.0
12.0,12.0,2021-01-18,4.0,12.0,60062133ecdd910024b2b96c,12.0,12.0,12.0,5.0,,Reflex Coil,12.0,Uncommon,1.0,12.0
2.0,2.0,2021-02-13,1.0,3.0,60286833ecdd910025cab739,2.0,2.0,2.0,0.0,2.0,Reflex Guard,2.0,Rare,2.0,2.0
9.5,10.0,2021-02-13,8.0,10.0,6028684eecdd910025cabc44,10.0,10.0,9.0,0.0,9.4,Regenerative Molt,9.0,Rare,5.0,9.8
5.0,5.0,2021-02-13,5.0,15.0,6028686eecdd910025cac2a1,5.0,5.0,5.0,3.0,10.7,Reinforcing Stomp,5.0,Rare,1.0,5.0
1.0,1.0,2021-02-09,1.0,3.0,6023225eecdd910024c83ce3,1.0,1.0,1.0,0.0,1.4,Relentless Combination,1.0,Uncommon,1.0,1.0
2.5,2.0,2021-02-13,2.0,3.0,60286839ecdd910023cc6d59,3.0,3.0,2.0,0.0,3.0,Rending Strike,3.0,Rare,7.0,2.857
5.0,5.0,2021-01-31,3.0,6.0,601744bcecdd910022befaeb,5.0,5.0,5.0,0.0,4.6,Rending Turn,5.0,Uncommon,1.0,5.0
5.0,5.0,2021-02-03,5.0,14.0,601b3987ecdd910025c0dbe7,5.0,5.0,5.0,5.0,,Repair Kit,5.0,Common,1.0,5.0
10.0,10.0,2021-02-10,7.0,10.0,602473caecdd910025c7c6d6,10.0,10.0,10.0,0.0,7.6,Repeater Clip,10.0,Uncommon,1.0,10.0
12.5,15.0,2021-02-13,10.0,15.0,60286829ecdd910025cab57d,15.0,12.5,10.0,0.0,12.7,Repelling Bastille,10.0,Rare,3.0,13.333
14.5,14.0,2021-02-13,10.0,16.0,60286824ecdd910025cab496,15.0,14.5,14.0,0.0,13.7,Resonance,15.0,Rare,2.0,14.5
20.0,20.0,2021-02-13,15.0,20.0,6028685becdd910022cbd3d2,20.0,20.0,20.0,3.0,16.0,Resonating Quake,20.0,Rare,1.0,20.0
3.0,3.0,2021-02-06,2.0,5.0,601f2db3ecdd910025c3d042,3.0,3.0,3.0,0.0,4.0,Retribution,3.0,Rare,1.0,3.0
10.0,10.0,2021-02-11,8.0,23.0,6025c55becdd910023ca7c30,10.0,10.0,10.0,3.0,,Rift Haven,10.0,Rare,1.0,10.0
7.0,7.0,2021-02-07,5.0,10.0,60207f38ecdd910024c6425d,7.0,7.0,7.0,0.0,6.5,Rift Strike,7.0,Uncommon,1.0,7.0
13.5,13.0,2021-02-13,10.0,15.0,60286842ecdd910025cab9bb,14.0,13.5,13.0,0.0,13.1,Rift Torrent,14.0,Rare,2.0,13.5
13.0,13.0,2021-02-13,10.0,15.0,6028682eecdd910023cc6b5b,13.0,13.0,13.0,0.0,12.7,Rising Storm,13.0,Rare,2.0,13.0
87.5,70.0,2021-02-13,70.0,105.0,60286857ecdd910023cc71e4,105.0,76.0,70.0,10.0,89.2,Rolling Guard,80.0,Rare,6.0,81.0
11.0,11.0,2021-02-13,10.0,20.0,6028688fecdd910024cc4d18,11.0,11.0,11.0,0.0,11.7,Rubble Heap,11.0,Rare,1.0,11.0
12.0,14.0,2021-02-13,7.0,14.0,60286811ecdd910024cc3a1f,14.0,12.5,10.0,0.0,10.0,Ruinous Extension,13.0,Uncommon,4.0,12.25
25.0,25.0,2021-02-13,15.0,40.0,60286868ecdd910023cc7548,25.0,25.0,25.0,3.0,26.5,Rumbled,25.0,Rare,1.0,25.0
13.0,13.0,2021-02-13,4.0,13.0,60286809ecdd910023cc6618,13.0,13.0,13.0,5.0,8.6,Rush,13.0,Uncommon,1.0,13.0
15.0,15.0,2021-02-13,10.0,15.0,60286865ecdd910025cac0a9,15.0,15.0,15.0,3.0,13.2,Safeguard,15.0,Rare,2.0,15.0
5.0,5.0,2021-01-31,5.0,15.0,60174482ecdd910025bdc486,5.0,5.0,5.0,0.0,9.8,Safeguard Switch,5.0,Rare,1.0,5.0
40.0,40.0,2021-01-04,25.0,40.0,5ff3ac29ecdd910025a42f27,40.0,40.0,40.0,0.0,,Sapping Reach,40.0,Rare,1.0,40.0
24.0,24.0,2021-02-13,14.0,24.0,60286862ecdd910025cabff0,24.0,24.0,24.0,3.0,17.4,Savage Silence,24.0,Rare,1.0,24.0
5.0,5.0,2021-02-13,4.0,5.0,60286811ecdd910024cc3a27,5.0,5.0,5.0,0.0,4.8,Savagery,5.0,Rare,1.0,5.0
10.0,10.0,2021-01-19,10.0,15.0,600772eeecdd910023b3d650,10.0,10.0,10.0,0.0,12.4,Savior Decoy,10.0,Rare,2.0,10.0
9.0,8.0,2021-02-13,2.0,10.0,60286853ecdd910022cbd21e,10.0,9.0,8.0,0.0,8.5,Scattering Inferno,9.0,Rare,11.0,9.273
10.0,10.0,2021-02-13,8.0,10.0,60286839ecdd910024cc3ede,10.0,10.0,10.0,3.0,9.2,Scorch,10.0,Rare,2.0,10.0
3.5,4.0,2021-02-13,2.0,4.0,60286832ecdd910023cc6bf0,4.0,4.0,3.0,0.0,3.3,Seeker,4.0,Rare,5.0,3.6
2.0,2.0,2021-02-05,2.0,4.0,601ddc1becdd910024c43614,2.0,2.0,2.0,0.0,3.0,Seeking Force,2.0,Rare,1.0,2.0
1.0,1.0,2021-02-12,1.0,3.0,602716fcecdd910022cadd4e,1.0,1.0,1.0,0.0,2.2,Seeking Fury,1.0,Rare,2.0,1.0
12.0,10.0,2021-02-13,10.0,14.0,6028685aecdd910023cc725d,14.0,12.0,10.0,3.0,11.4,Seeking Shuriken,14.0,Rare,3.0,12.667
4.5,4.0,2021-02-13,3.0,9.0,60286838ecdd910023cc6d0b,5.0,4.0,4.0,0.0,5.1,Seismic Wave,4.0,Uncommon,3.0,4.333
3.0,3.0,2021-01-17,2.0,5.0,6004cfb1ecdd910024b1c342,3.0,3.0,3.0,0.0,3.8,Self Destruct,3.0,Rare,1.0,3.0
5.0,5.0,2021-02-13,3.0,10.0,60286849ecdd910024cc41d9,5.0,5.0,5.0,0.0,6.0,Sharpened Bullets,5.0,Uncommon,1.0,5.0
10.0,10.0,2021-02-12,2.0,10.0,602716b1ecdd910023cb73c7,10.0,10.0,10.0,0.0,4.8,Shattering Impact,10.0,Common,1.0,10.0
4.0,4.0,2021-02-04,4.0,5.0,601c8aa1ecdd910023c38f70,4.0,4.0,4.0,0.0,4.0,Shell Compression,4.0,Uncommon,6.0,4.0
32.5,49.0,2021-02-13,15.0,50.0,60286853ecdd910025cabd3a,50.0,38.5,15.0,3.0,35.3,Shell Shock,38.0,Rare,9.0,37.111
15.0,15.0,2021-02-13,10.0,19.0,60286833ecdd910023cc6c1a,15.0,15.0,15.0,3.0,14.3,Shield Of Shadows,15.0,Rare,2.0,15.0
40.0,40.0,2021-01-04,40.0,40.0,5ff3ac08ecdd910025a42b1c,40.0,40.0,40.0,0.0,,Shield Overload,40.0,Rare,1.0,40.0
3.0,3.0,2021-02-12,3.0,7.0,602716e9ecdd910024cb3de1,3.0,3.0,3.0,0.0,5.4,Shock Absorbers,3.0,Rare,1.0,3.0
30.0,20.0,2021-02-13,17.0,40.0,60286804ecdd910024cc38ee,40.0,20.0,20.0,0.0,24.7,Shock Collar,40.0,Rare,8.0,23.625
10.0,10.0,2021-02-13,10.0,20.0,60286818ecdd910024cc3afc,10.0,10.0,10.0,3.0,14.0,Shock Trooper,10.0,Rare,5.0,10.0
10.0,10.0,2021-02-13,10.0,15.0,6028685becdd910023cc7295,10.0,10.0,10.0,0.0,10.6,Shocking Speed,10.0,Rare,1.0,10.0
24.0,24.0,2021-02-09,4.0,24.0,60232227ecdd910022c7e080,24.0,24.0,24.0,5.0,11.4,Shocking Touch,24.0,Uncommon,1.0,24.0
5.0,5.0,2021-02-10,5.0,15.0,602473ccecdd910023c974d6,5.0,5.0,5.0,5.0,8.0,Shotgun Ammo Mutation,5.0,Rare,1.0,5.0
13.0,13.0,2021-02-12,4.0,14.0,6027169becdd910025c9afbd,13.0,13.0,13.0,5.0,,Shotgun Savvy,13.0,Uncommon,1.0,13.0
2.5,3.0,2021-02-13,1.0,3.0,60286821ecdd910025cab40e,3.0,2.5,2.0,0.0,2.0,Shotgun Spazz,2.0,Uncommon,2.0,2.5
5.0,5.0,2021-02-13,5.0,5.0,60286838ecdd910023cc6d24,5.0,5.0,5.0,0.0,6.0,Shrapnel Shot,5.0,Common,2.0,5.0
15.0,15.0,2021-01-04,15.0,50.0,5ff3ac23ecdd910022a4f4de,15.0,15.0,15.0,0.0,,Signal Flare,15.0,Rare,1.0,15.0
7.0,7.0,2021-02-10,4.0,10.0,602473e6ecdd910022c8df2e,7.0,7.0,7.0,0.0,7.8,Silent Battery,7.0,Uncommon,1.0,7.0
13.5,15.0,2021-02-12,10.0,20.0,602716a0ecdd910025c9b0a6,15.0,13.5,12.0,0.0,14.3,Singularity,12.0,Rare,2.0,13.5
15.0,15.0,2021-02-13,12.0,19.0,60286873ecdd910023cc7789,15.0,15.0,15.0,0.0,15.0,Slay Board,15.0,Uncommon,1.0,15.0
3.0,3.0,2021-01-24,2.0,4.0,600e0a3fecdd910024b882f1,3.0,3.0,3.0,0.0,3.6,Smite Corpus,3.0,Uncommon,1.0,3.0
9.0,9.0,2021-02-11,5.0,13.0,6025c502ecdd910025c8abc1,9.0,9.0,9.0,0.0,8.9,Smite Corrupted,9.0,Uncommon,1.0,9.0
3.0,3.0,2021-02-11,1.0,3.0,6025c527ecdd910023ca7416,3.0,3.0,3.0,0.0,2.2,Smite Grineer,3.0,Uncommon,1.0,3.0
2.0,2.0,2021-01-30,2.0,10.0,6015f32fecdd910025bccdf0,2.0,2.0,2.0,0.0,,Smite Infested,2.0,Uncommon,1.0,2.0
15.0,15.0,2021-02-12,5.0,20.0,6027168fecdd910023cb6edb,15.0,15.0,15.0,3.0,14.5,Smite Infusion,15.0,Rare,1.0,15.0
10.0,10.0,2021-02-13,5.0,14.0,6028685eecdd910025cabf53,10.0,10.0,10.0,0.0,10.9,Smoke Shadow,10.0,Rare,1.0,10.0
30.0,30.0,2021-02-12,30.0,30.0,60271721ecdd910024cb46bc,30.0,30.0,30.0,3.0,,Sonic Boost,30.0,Rare,1.0,30.0
10.0,10.0,2021-02-13,10.0,15.0,6028680decdd910025cab166,10.0,10.0,10.0,0.0,13.6,Sonic Fracture,10.0,Rare,1.0,10.0
12.0,12.0,2021-02-10,10.0,15.0,60247383ecdd910025c7bbe0,12.0,12.0,12.0,0.0,11.8,Soul Survivor,12.0,Rare,1.0,12.0
2.0,2.0,2021-02-13,1.0,3.0,6028681cecdd910025cab35c,2.0,2.0,2.0,0.0,2.2,Spare Parts,2.0,Uncommon,1.0,2.0
13.0,13.0,2021-02-13,10.0,15.0,60286807ecdd910024cc3944,13.0,13.0,13.0,0.0,13.7,Spectrosiphon,13.0,Rare,1.0,13.0
13.5,15.0,2021-02-10,12.0,15.0,6024741decdd910025c7d42c,15.0,14.0,12.0,0.0,14.1,Spellbound Harvest,14.0,Rare,3.0,13.667
9.5,10.0,2021-02-13,7.0,10.0,6028681decdd910024cc3ba5,10.0,10.0,9.0,3.0,9.6,Spoiled Strike,10.0,Rare,3.0,9.667
11.0,11.0,2021-02-08,10.0,12.0,6021d10fecdd910022c6f951,11.0,11.0,11.0,0.0,11.6,Staggering Shield,11.0,Rare,1.0,11.0
1.0,1.0,2021-02-13,1.0,2.0,6028686cecdd910025cac1fd,1.0,1.0,1.0,0.0,2.2,Static Discharge,1.0,Rare,1.0,1.0
2.0,2.0,2021-02-13,2.0,2.0,6028682becdd910025cab5ca,2.0,2.0,2.0,0.0,2.0,Steady Hands,2.0,Rare,1.0,2.0
40.0,40.0,2021-02-13,30.0,40.0,60286835ecdd910025cab790,40.0,40.0,40.0,10.0,37.7,Steel Fiber,40.0,Common,1.0,40.0
9.0,9.0,2021-02-13,5.0,10.0,60286832ecdd910023cc6c03,9.0,9.0,9.0,5.0,8.4,Streamline,9.0,Rare,2.0,9.0
15.0,15.0,2021-02-13,10.0,15.0,6028686cecdd910025cac218,15.0,15.0,15.0,5.0,13.3,Streamlined Form,15.0,Rare,2.0,15.0
14.5,10.0,2021-02-13,4.0,19.0,60286839ecdd910024cc3ef6,19.0,14.5,10.0,5.0,9.3,Stretch,19.0,Uncommon,2.0,14.5
10.0,10.0,2021-02-13,4.0,10.0,60286838ecdd910025cab823,10.0,10.0,10.0,3.0,8.6,Stunning Speed,10.0,Rare,1.0,10.0
2.0,2.0,2021-02-05,1.0,4.0,601ddc1eecdd910023c48ce1,2.0,2.0,2.0,0.0,2.2,Sundering Strike,2.0,Rare,1.0,2.0
9.0,9.0,2021-01-29,1.0,9.0,6014a1a1ecdd910023bd8e61,9.0,9.0,9.0,3.0,,Suppress,9.0,Common,1.0,9.0
8.0,10.0,2021-02-13,5.0,10.0,6028681eecdd910025cab39a,10.0,7.0,6.0,0.0,7.3,Sure Footed,10.0,Rare,11.0,7.909
3.0,3.0,2021-02-12,2.0,5.0,602716e9ecdd910023cb7ba0,3.0,3.0,3.0,0.0,3.6,Sure Shot,3.0,Uncommon,5.0,3.0
10.0,10.0,2021-02-13,10.0,15.0,60286859ecdd910023cc723f,10.0,10.0,10.0,0.0,11.6,Surging Dash,10.0,Rare,1.0,10.0
8.0,9.0,2021-02-13,5.0,10.0,60286853ecdd910025cabd56,10.0,10.0,6.0,0.0,8.6,Sweeping Serration,10.0,Rare,10.0,9.3
10.0,10.0,2021-02-10,10.0,19.0,602473baecdd910025c7c3a3,10.0,10.0,10.0,0.0,12.8,Swing Line,10.0,Rare,1.0,10.0
2.0,2.0,2021-02-01,2.0,4.0,60189620ecdd910025beceac,2.0,2.0,2.0,0.0,2.9,Tactical Pump,2.0,Uncommon,1.0,2.0
2.0,2.0,2021-02-13,1.0,5.0,60286817ecdd910024cc3ae2,2.0,2.0,2.0,0.0,2.2,Tainted Clip,2.0,Rare,1.0,2.0
3.0,3.0,2021-02-12,1.0,3.0,602716a8ecdd910025c9b1f3,3.0,3.0,3.0,0.0,2.3,Tainted Shell,3.0,Rare,1.0,3.0
5.0,5.0,2021-02-12,1.0,5.0,6027169fecdd910022cad18f,5.0,5.0,5.0,0.0,3.4,Target Cracker,5.0,Uncommon,2.0,5.0
10.0,10.0,2021-02-12,10.0,17.0,602716dbecdd910024cb3b78,10.0,10.0,10.0,0.0,13.0,Target Fixation,10.0,Rare,1.0,10.0
9.0,9.0,2021-02-08,6.0,10.0,6021d0eeecdd910024c73fd0,9.0,9.0,9.0,0.0,8.0,Targeting Subsystem,9.0,Uncommon,2.0,9.0
50.0,50.0,2021-01-03,35.0,50.0,5ff25af7ecdd910025a345d9,50.0,50.0,50.0,0.0,,Tear Gas,50.0,Rare,1.0,50.0
9.0,9.0,2021-02-11,9.0,12.0,6025c515ecdd910024ca353d,9.0,9.0,9.0,0.0,10.4,Tectonic Fracture,9.0,Rare,1.0,9.0
14.0,14.0,2021-02-12,14.0,20.0,60271713ecdd910022cae122,14.0,14.0,14.0,3.0,21.8,Teeming Virulence,14.0,Rare,1.0,14.0
12.5,10.0,2021-02-11,10.0,15.0,6025c53aecdd910025c8b394,15.0,12.5,10.0,0.0,12.9,Tesla Bank,15.0,Rare,2.0,12.5
1.0,1.0,2021-02-13,1.0,5.0,6028683decdd910025cab8e0,1.0,1.0,1.0,0.0,1.8,Thief'S Wit,1.0,Common,1.0,1.0
15.0,15.0,2021-02-11,14.0,15.0,6025c595ecdd910025c8c181,15.0,15.0,15.0,0.0,14.4,Thrall Pact,15.0,Rare,1.0,15.0
20.0,20.0,2021-02-12,10.0,20.0,60271688ecdd910022cacf3a,20.0,20.0,20.0,0.0,17.0,Thrash Landing,20.0,Rare,1.0,20.0
15.0,15.0,2021-02-12,14.0,16.0,602716a7ecdd910024cb347b,15.0,15.0,15.0,0.0,,Tidal Impunity,15.0,Rare,1.0,15.0
10.0,10.0,2021-02-08,10.0,15.0,6021d124ecdd910022c6fd4e,10.0,10.0,10.0,0.0,12.6,Titanic Rumbler,10.0,Rare,1.0,10.0
12.0,10.0,2021-02-12,8.0,14.0,602716a7ecdd910024cb346e,14.0,12.0,10.0,0.0,11.3,Total Eclipse,14.0,Rare,2.0,12.0
10.0,10.0,2021-02-13,9.0,12.0,60286846ecdd910024cc412c,10.0,10.0,10.0,3.0,9.8,Toxic Barrage,10.0,Rare,1.0,10.0
2.0,2.0,2021-02-08,2.0,3.0,6021d107ecdd910022c6f7e9,2.0,2.0,2.0,0.0,7.8,Toxic Flight,2.0,Rare,1.0,2.0
20.0,20.0,2021-02-12,20.0,20.0,6027170cecdd910022cadfd2,20.0,20.0,20.0,3.0,,Trail Blazer,20.0,Common,1.0,20.0
92.5,110.0,2021-02-13,70.0,110.0,60286853ecdd910025cabd26,110.0,95.0,75.0,10.0,89.5,Transient Fortitude,75.0,Rare,8.0,93.75
7.0,7.0,2021-02-07,7.0,14.0,60207f6fecdd910022c600e6,7.0,7.0,7.0,0.0,10.6,Transistor Shield,7.0,Rare,1.0,7.0
10.0,10.0,2021-02-11,8.0,14.0,6025c580ecdd910025c8bd1c,10.0,10.0,10.0,0.0,11.2,Tribunal,10.0,Rare,1.0,10.0
1.0,1.0,2021-02-10,1.0,10.0,602473cdecdd910025c7c753,1.0,1.0,1.0,0.0,3.8,Trick Mag,1.0,Common,1.0,1.0
9.5,9.0,2021-02-13,9.0,10.0,6028683becdd910024cc3f3b,10.0,9.5,9.0,3.0,9.3,True Punishment,10.0,Common,2.0,9.5
30.0,30.0,2021-02-11,4.0,30.0,6025c53decdd910025c8b454,30.0,30.0,30.0,5.0,8.6,True Steel,30.0,Common,1.0,30.0
5.0,5.0,2021-02-10,5.0,10.0,602473b0ecdd910024c935f4,5.0,5.0,5.0,5.0,,Undying Will,5.0,Rare,1.0,5.0
10.5,10.0,2021-02-13,5.0,14.0,60286820ecdd910023cc68d3,12.0,10.0,9.0,0.0,10.3,Vampire Leech,10.0,Rare,9.0,10.556
15.0,15.0,2021-02-12,13.0,15.0,60271732ecdd910024cb496d,15.0,15.0,15.0,0.0,13.5,Vapor Trail,15.0,Common,1.0,15.0
12.0,14.0,2021-02-13,10.0,20.0,60286864ecdd910024cc4628,14.0,12.0,10.0,3.0,16.0,Venari Bodyguard,10.0,Rare,2.0,12.0
30.0,30.0,2021-02-12,30.0,30.0,6027170becdd910022cadfcb,30.0,30.0,30.0,5.0,30.0,Venerdo Hoverdrive,30.0,Uncommon,1.0,30.0
13.5,14.0,2021-02-13,10.0,14.0,60286837ecdd910023cc6cff,14.0,13.5,13.0,3.0,12.3,Venom Dose,13.0,Rare,2.0,13.5
25.0,20.0,2021-02-13,20.0,30.0,60286860ecdd910024cc4568,30.0,25.0,20.0,3.0,24.8,Venom Teeth,30.0,Rare,2.0,25.0
13.0,13.0,2021-02-03,10.0,15.0,601b3983ecdd910022c21c56,13.0,13.0,13.0,0.0,12.4,Vexing Retaliation,13.0,Rare,1.0,13.0
12.5,15.0,2021-02-13,10.0,20.0,60286815ecdd910025cab234,15.0,10.0,10.0,3.0,14.1,Vicious Frost,10.0,Rare,3.0,11.667
20.0,20.0,2021-02-13,10.0,20.0,6028681decdd910025cab36b,20.0,20.0,20.0,5.0,17.1,Vicious Spread,20.0,Rare,2.0,20.0
8.5,10.0,2021-02-13,5.0,10.0,60286831ecdd910023cc6bde,10.0,8.0,7.0,0.0,7.9,Vigor,7.0,Rare,19.0,8.158
105.0,105.0,2021-02-13,99.0,120.0,60286857ecdd910023cc71cb,105.0,105.0,105.0,10.0,98.8,Vigorous Swap,105.0,Rare,1.0,105.0
11.0,7.0,2021-02-13,5.0,15.0,6028685aecdd910022cbd3a3,15.0,10.0,7.0,3.0,11.1,Virulent Scourge,15.0,Rare,6.0,11.0
1.0,1.0,2021-02-13,1.0,1000.0,60286815ecdd910024cc3a95,1.0,1.0,1.0,0.0,401.4,Vitality,1.0,Common,1.0,1.0
10.0,12.0,2021-02-13,8.0,15.0,6028688aecdd910023cc7abd,12.0,10.0,8.0,3.0,10.4,Volatile Quick Return,8.0,Uncommon,2.0,10.0
39.5,40.0,2021-02-13,20.0,40.0,6028688cecdd910023cc7b38,40.0,40.0,39.0,3.0,25.4,Volatile Rebound,39.0,Rare,3.0,39.667
10.0,15.0,2021-02-13,5.0,15.0,60286830ecdd910023cc6bac,15.0,15.0,5.0,3.0,9.8,Volcanic Edge,5.0,Rare,3.0,11.667
60.0,64.0,2021-02-13,50.0,70.0,60286855ecdd910023cc7171,70.0,64.0,50.0,3.0,58.0,Voltaic Strike,70.0,Rare,6.0,62.0
10.0,10.0,2021-02-12,10.0,40.0,602716a5ecdd910024cb3424,10.0,10.0,10.0,5.0,,Vulcan Blitz,10.0,Uncommon,1.0,10.0
40.0,40.0,2021-01-04,40.0,50.0,5ff3ac1eecdd910022a4f417,40.0,40.0,40.0,0.0,,Ward Recovery,40.0,Rare,1.0,40.0
10.0,10.0,2021-02-10,10.0,15.0,602473ececdd910023c97b05,10.0,10.0,10.0,0.0,12.7,Warding Thurible,10.0,Rare,1.0,10.0
99999.0,99999.0,2021-02-12,69420.0,99999.0,602716e0ecdd910024cb3c49,99999.0,99999.0,99999.0,3.0,,Warm Coat,99999.0,Common,1.0,99999.0
34.5,30.0,2021-02-13,25.0,40.0,60286836ecdd910023cc6cac,39.0,32.0,30.0,5.0,33.0,Weeping Wounds,35.0,Uncommon,11.0,32.818
4.0,4.0,2021-02-13,3.0,5.0,60286816ecdd910024cc3ab0,5.0,4.0,3.0,0.0,3.3,Whirlwind,5.0,Rare,3.0,4.0
14.0,14.0,2021-02-13,10.0,18.0,60286890ecdd910025cac797,14.0,14.0,14.0,0.0,14.4,Zazvat-Kar,14.0,Rare,1.0,14.0
